MAX_E_LENGTH,MAX_H_LENGTH,BATCH_SIZE,HIDDEN_SIZE,VECTOR_SIZE,N_CLASSES,WEIGHT_DECAY,LEARNING_RATE,TRAIN_ITERS,VALID_ITERS,TEST_ITERS,DISPLAY_STEP,TRAIN_ACC,TRAIN_LOSS,VALID_ACC,VALID_LOSS,TEST_ACC,TEST_LOSS
30|30|256|1024|216|3|0.95|0.001|9000000|147630|147360|100|0.869070349|0.364942897|0.766491551|1.016872013|0.757670085|1.022867903
30|30|256|1024|128|3|0.95|0.001|5500000|147630|147360|256|0.8009774261112405|0.48549428029423236|0.7710747941941074|0.8710466928044059|0.7674424913194444|0.876538754751285
30|30|256|768|128|3|0.95|0.001|5000000|147630|147360|256|0.7883473274626255|0.5304113595475434|0.7788872941941074|0.8042074457404932|0.7682698567708334|0.8053040411323309
30|30|30|256|128|3|0.95|0.001|600000|14763|14736|128|0.4544000076770782|1.0135600978851318|0.6249492973633277|0.9465079441757279|0.6254742614985481|0.9161820972595758
30|30|256|512|128|3|0.95|0.001|4000000|14763|14736|128|0.74752|0.6206665434570312|0.7613820043103449|0.7819969263570062|0.7464304956896551|0.7857765976724953
30|30|128|512|128|3|0.95|0.001|4400000|147630|147360|128|0.4482909090909091|1.0045878697620738|0.6896731477469671|0.8704398321423622|0.6917656792534722|0.8317577549152904
30|30|256|768|128|3|0.95|0.001|4750000|147630|147360|256|0.7642683912691997|0.5714006280552117|0.7642236243500866|0.7953108168970567|0.7542182074652778|0.7954226978537109
30|30|350|800|200|3|0.95|0.001|4750000|147630|147360|256|0.8055307189869452|0.516291539928325|0.779302640266328|0.8025226924939178|0.7723561268282163|0.7914041501085906
30|30|600|800|200|3|0.95|0.001|4750000|147630|147360|256|0.7613927820226648|0.5298563803147228|0.7919163361252078|0.7549493834074692|0.7792818437262279|0.7662094991381575
30|30|1100|800|200|3|0.95|0.001|4750000|147630|147360|256|0.7057256537417786|0.5871631951761566|0.7851245827145047|0.7326490026933176|0.7821506097245572|0.7323075092550534
